Rank,Opponent Rank,Wins,Losses,Total Matches,Win/Loss Ratio,WWOF,WWOF%,Win%
m14,j7,4,4,8,1.0,,,0.5
m15,y,0,3,3,0.0,,,0.0
m15,o,1,7,8,0.1429,,,0.125
m15,s,1,9,10,0.1111,,,0.1
m15,k,4,7,11,0.5714,,,0.3636
m15,m1,10,8,18,1.25,,,0.5556
m15,m2,11,28,39,0.3929,,,0.2821
m15,m3,20,31,51,0.6452,,,0.3922
m15,m4,39,59,98,0.661,,,0.398
m15,m5,73,87,160,0.8391,,,0.4562
m15,m6,116,148,264,0.7838,,,0.4394
m15,m7,163,237,400,0.6878,,,0.4075
m15,m8,271,269,540,1.0074,,,0.5019
m15,m9,278,364,642,0.7637,,,0.433
m15,m10,319,387,706,0.8243,,,0.4518
m15,m11,402,404,806,0.995,,,0.4988
m15,m12,405,466,871,0.8691,,,0.465
m15,m13,416,453,869,0.9183,,,0.4787
m15,m14,446,479,925,0.9311,,,0.4822
m15,m16,325,325,650,1.0,,,0.5
m15,m17,157,145,302,1.0828,,,0.5199
m15,m18,72,70,142,1.0286,,,0.507
m15,j1,196,185,381,1.0595,,,0.5144
m15,j2,172,186,358,0.9247,,,0.4804
m15,j3,102,114,216,0.8947,,,0.4722
m15,j4,54,56,110,0.9643,,,0.4909
m15,j5,31,18,49,1.7222,,,0.6327
m15,j6,9,9,18,1.0,,,0.5
m15,j7,2,3,5,0.6667,,,0.4
m16,o,0,2,2,0.0,,,0.0
m16,s,2,5,7,0.4,,,0.2857
m16,k,0,4,4,0.0,,,0.0
m16,m1,9,10,19,0.9,,,0.4737
m16,m2,10,13,23,0.7692,,,0.4348
m16,m3,11,25,36,0.44,,,0.3056
m16,m4,25,19,44,1.3158,,,0.5682
m16,m5,47,56,103,0.8393,,,0.4563
m16,m6,62,69,131,0.8986,,,0.4733
m16,m7,97,119,216,0.8151,,,0.4491
m16,m8,131,159,290,0.8239,,,0.4517
m16,m9,168,233,401,0.721,,,0.419
m16,m10,196,275,471,0.7127,,,0.4161
m16,m11,238,297,535,0.8013,,,0.4449
m16,m12,277,297,574,0.9327,,,0.4826
m16,m13,283,326,609,0.8681,,,0.4647
m16,m14,256,344,600,0.7442,,,0.4267
m16,m15,325,325,650,1.0,,,0.5
m16,m17,174,166,340,1.0482,,,0.5118
m16,m18,89,71,160,1.2535,,,0.5563
m16,j1,162,147,309,1.102,,,0.5243
m16,j2,99,114,213,0.8684,,,0.4648
m16,j3,74,74,148,1.0,,,0.5
m16,j4,47,45,92,1.0444,,,0.5109
m16,j5,13,22,35,0.5909,,,0.3714
m16,j6,7,7,14,1.0,,,0.5
m17,o,3,3,6,1.0,,,0.5
m17,s,2,2,4,1.0,,,0.5
m17,k,4,2,6,2.0,,,0.6667
m17,m1,3,4,7,0.75,,,0.4286
m17,m2,0,3,3,0.0,,,0.0
m17,m3,9,16,25,0.5625,,,0.36
m17,m4,10,18,28,0.5556,,,0.3571
m17,m5,15,23,38,0.6522,,,0.3947
m17,m6,29,41,70,0.7073,,,0.4143
m17,m7,52,58,110,0.8966,,,0.4727
m17,m8,48,73,121,0.6575,,,0.3967
m17,m9,87,90,177,0.9667,,,0.4915
m17,m10,91,121,212,0.7521,,,0.4292
m17,m11,116,119,235,0.9748,,,0.4936
m17,m12,120,142,262,0.8451,,,0.458
m17,m13,126,128,254,0.9844,,,0.4961
m17,m14,145,129,274,1.124,,,0.5292
m17,m15,145,157,302,0.9236,,,0.4801
m17,m16,166,174,340,0.954,,,0.4882
m17,m18,80,90,170,0.8889,,,0.4706
m17,j1,87,86,173,1.0116,,,0.5029
m17,j2,51,58,109,0.8793,,,0.4679
m17,j3,33,49,82,0.6735,,,0.4024
m17,j4,32,45,77,0.7111,,,0.4156
m17,j5,9,13,22,0.6923,,,0.4091
m17,j6,3,6,9,0.5,,,0.3333
m17,j7,3,3,6,1.0,,,0.5
m17,j8,1,1,2,1.0,,,0.5
m18,s,0,1,1,0.0,,,0.0
m18,k,0,2,2,0.0,,,0.0
m18,m1,2,2,4,1.0,,,0.5
m18,m2,2,2,4,1.0,,,0.5
m18,m3,1,3,4,0.3333,,,0.25
m18,m4,4,7,11,0.5714,,,0.3636
m18,m5,14,4,18,3.5,,,0.7778
m18,m6,14,20,34,0.7,,,0.4118
m18,m7,22,27,49,0.8148,,,0.449
m18,m8,22,38,60,0.5789,,,0.3667
m18,m9,40,45,85,0.8889,,,0.4706
m18,m10,48,53,101,0.9057,,,0.4752
m18,m11,52,63,115,0.8254,,,0.4522
m18,m12,50,70,120,0.7143,,,0.4167
m18,m13,64,78,142,0.8205,,,0.4507
m18,m14,59,73,132,0.8082,,,0.447
m18,m15,70,72,142,0.9722,,,0.493
m18,m16,71,89,160,0.7978,,,0.4437
m18,m17,90,80,170,1.125,,,0.5294
m18,j1,46,46,92,1.0,,,0.5
m18,j2,29,34,63,0.8529,,,0.4603
m18,j3,29,21,50,1.381,,,0.58
m18,j4,18,10,28,1.8,,,0.6429
m18,j5,8,10,18,0.8,,,0.4444
m18,j6,2,3,5,0.6667,,,0.4
m18,j7,2,1,3,2.0,,,0.6667
j1,m3,0,3,3,0.0,,,0.0
j1,m4,5,7,12,0.7143,,,0.4167
j1,m5,8,6,14,1.3333,,,0.5714
j1,m6,7,9,16,0.7778,,,0.4375
j1,m7,6,4,10,1.5,,,0.6
j1,m8,20,14,34,1.4286,,,0.5882
j1,m9,29,37,66,0.7838,,,0.4394
j1,m10,73,67,140,1.0896,,,0.5214
j1,m11,137,125,262,1.096,,,0.5229
j1,m12,171,170,341,1.0059,,,0.5015
j1,m13,200,213,413,0.939,,,0.4843
j1,m14,209,197,406,1.0609,,,0.5148
j1,m15,185,196,381,0.9439,,,0.4856
j1,m16,147,162,309,0.9074,,,0.4757
j1,m17,86,87,173,0.9885,,,0.4971
j1,m18,46,46,92,1.0,,,0.5
j1,j2,743,691,1434,1.0753,,,0.5181
j1,j3,700,726,1426,0.9642,,,0.4909
j1,j4,761,637,1398,1.1947,,,0.5443
j1,j5,715,636,1351,1.1242,,,0.5292
j1,j6,695,547,1242,1.2706,,,0.5596
j1,j7,514,459,973,1.1198,,,0.5283
j1,j8,397,406,803,0.9778,,,0.4944
j1,j9,341,278,619,1.2266,,,0.5509
j1,j10,289,187,476,1.5455,,,0.6071
j1,j11,212,167,379,1.2695,,,0.5594
j1,j12,161,115,276,1.4,,,0.5833
j1,j13,117,109,226,1.0734,,,0.5177
j1,j14,41,29,70,1.4138,,,0.5857
j2,m4,1,2,3,0.5,,,0.3333
j2,m5,3,5,8,0.6,,,0.375
j2,m6,4,8,12,0.5,,,0.3333
j2,m7,5,4,9,1.25,,,0.5556
j2,m8,7,7,14,1.0,,,0.5
j2,m9,26,16,42,1.625,,,0.619
j2,m10,49,47,96,1.0426,,,0.5104
j2,m11,92,96,188,0.9583,,,0.4894
j2,m12,156,127,283,1.2283,,,0.5512
j2,m13,177,167,344,1.0599,,,0.5145
j2,m14,166,176,342,0.9432,,,0.4854
j2,m15,186,172,358,1.0814,,,0.5196
j2,m16,114,99,213,1.1515,,,0.5352
j2,m17,58,51,109,1.1373,,,0.5321
j2,m18,34,29,63,1.1724,,,0.5397
j2,j1,691,743,1434,0.93,,,0.4819
j2,j3,639,582,1221,1.0979,,,0.5233
j2,j4,597,617,1214,0.9676,,,0.4918
j2,j5,630,639,1269,0.9859,,,0.4965
j2,j6,663,624,1287,1.0625,,,0.5152
j2,j7,589,538,1127,1.0948,,,0.5226
j2,j8,496,459,955,1.0806,,,0.5194
j2,j9,433,365,798,1.1863,,,0.5426
j2,j10,354,311,665,1.1383,,,0.5323
j2,j11,266,204,470,1.3039,,,0.566
j2,j12,240,164,404,1.4634,,,0.5941
j2,j13,171,129,300,1.3256,,,0.57
j2,j14,58,59,117,0.9831,,,0.4957
j3,m4,1,1,2,1.0,,,0.5
j3,m6,1,3,4,0.3333,,,0.25
j3,m7,8,4,12,2.0,,,0.6667
j3,m8,4,4,8,1.0,,,0.5
j3,m9,17,14,31,1.2143,,,0.5484
j3,m10,29,24,53,1.2083,,,0.5472
j3,m11,67,57,124,1.1754,,,0.5403
j3,m12,97,99,196,0.9798,,,0.4949
j3,m13,106,123,229,0.8618,,,0.4629
j3,m14,127,125,252,1.016,,,0.504
j3,m15,114,102,216,1.1176,,,0.5278
j3,m16,74,74,148,1.0,,,0.5
j3,m17,49,33,82,1.4848,,,0.5976
j3,m18,21,29,50,0.7241,,,0.42
j3,j1,726,700,1426,1.0371,,,0.5091
j3,j2,582,639,1221,0.9108,,,0.4767
j3,j4,657,618,1275,1.0631,,,0.5153
j3,j5,569,542,1111,1.0498,,,0.5122
j3,j6,611,544,1155,1.1232,,,0.529
j3,j7,627,522,1149,1.2011,,,0.5457
j3,j8,539,506,1045,1.0652,,,0.5158
j3,j9,502,470,972,1.0681,,,0.5165
j3,j10,460,403,863,1.1414,,,0.533
j3,j11,417,296,713,1.4088,,,0.5849
j3,j12,312,225,537,1.3867,,,0.581
j3,j13,224,173,397,1.2948,,,0.5642
j3,j14,88,74,162,1.1892,,,0.5432
j4,m4,0,2,2,0.0,,,0.0
j4,m6,2,1,3,2.0,,,0.6667
j4,m7,4,2,6,2.0,,,0.6667
j4,m8,6,4,10,1.5,,,0.6
j4,m9,7,7,14,1.0,,,0.5
j4,m10,12,13,25,0.9231,,,0.48
j4,m11,32,22,54,1.4545,,,0.5926
j4,m12,49,47,96,1.0426,,,0.5104
j4,m13,75,52,127,1.4423,,,0.5906
j4,m14,66,63,129,1.0476,,,0.5116
j4,m15,56,54,110,1.037,,,0.5091
j4,m16,45,47,92,0.9574,,,0.4891
j4,m17,45,32,77,1.4062,,,0.5844
j4,m18,10,18,28,0.5556,,,0.3571
j4,j1,637,761,1398,0.8371,,,0.4557
j4,j2,617,597,1214,1.0335,,,0.5082
j4,j3,618,657,1275,0.9406,,,0.4847
j4,j5,566,565,1131,1.0018,,,0.5004
j4,j6,534,523,1057,1.021,,,0.5052
j4,j7,545,503,1048,1.0835,,,0.52
j4,j8,553,514,1067,1.0759,,,0.5183
j4,j9,519,507,1026,1.0237,,,0.5058
j4,j10,487,476,963,1.0231,,,0.5057
j4,j11,452,420,872,1.0762,,,0.5183
j4,j12,336,336,672,1.0,,,0.5
j4,j13,287,265,552,1.083,,,0.5199
j4,j14,115,102,217,1.1275,,,0.53
j5,m4,0,1,1,0.0,,,0.0
j5,m6,0,1,1,0.0,,,0.0
j5,m7,3,1,4,3.0,,,0.75
j5,m9,5,3,8,1.6667,,,0.625
j5,m10,9,6,15,1.5,,,0.6
j5,m11,11,16,27,0.6875,,,0.4074
j5,m12,20,20,40,1.0,,,0.5
j5,m13,35,29,64,1.2069,,,0.5469
j5,m14,25,21,46,1.1905,,,0.5435
j5,m15,18,31,49,0.5806,,,0.3673
j5,m16,22,13,35,1.6923,,,0.6286
j5,m17,13,9,22,1.4444,,,0.5909
j5,m18,10,8,18,1.25,,,0.5556
j5,j1,636,715,1351,0.8895,,,0.4708
j5,j2,639,630,1269,1.0143,,,0.5035
j5,j3,542,569,1111,0.9525,,,0.4878
j5,j4,565,566,1131,0.9982,,,0.4996
j5,j6,602,643,1245,0.9362,,,0.4835
j5,j7,565,529,1094,1.0681,,,0.5165
j5,j8,491,501,992,0.98,,,0.495
j5,j9,477,492,969,0.9695,,,0.4923
j5,j10,486,476,962,1.021,,,0.5052
j5,j11,470,463,933,1.0151,,,0.5038
j5,j12,428,401,829,1.0673,,,0.5163
j5,j13,353,327,680,1.0795,,,0.5191
j5,j14,158,111,269,1.4234,,,0.5874
j6,m9,0,1,1,0.0,,,0.0
j6,m11,2,5,7,0.4,,,0.2857
j6,m12,4,4,8,1.0,,,0.5
j6,m13,11,4,15,2.75,,,0.7333
j6,m14,9,4,13,2.25,,,0.6923
j6,m15,9,9,18,1.0,,,0.5
j6,m16,7,7,14,1.0,,,0.5
j6,m17,6,3,9,2.0,,,0.6667
j6,m18,3,2,5,1.5,,,0.6
j6,j1,547,695,1242,0.7871,,,0.4404
j6,j2,624,663,1287,0.9412,,,0.4848
j6,j3,544,611,1155,0.8903,,,0.471
j6,j4,523,534,1057,0.9794,,,0.4948
j6,j5,643,602,1245,1.0681,,,0.5165
j6,j7,574,568,1142,1.0106,,,0.5026
j6,j8,540,539,1079,1.0019,,,0.5005
j6,j9,501,461,962,1.0868,,,0.5208
j6,j10,495,462,957,1.0714,,,0.5172
j6,j11,456,466,922,0.9785,,,0.4946
j6,j12,426,410,836,1.039,,,0.5096
j6,j13,398,376,774,1.0585,,,0.5142
j6,j14,175,152,327,1.1513,,,0.5352
j7,m12,1,4,5,0.25,,,0.2
j7,m13,1,1,2,1.0,,,0.5
j7,m14,4,4,8,1.0,,,0.5
j7,m15,3,2,5,1.5,,,0.6
j7,m16,0,3,3,0.0,,,0.0
j7,m17,3,3,6,1.0,,,0.5
j7,m18,1,2,3,0.5,,,0.3333
j7,j1,459,514,973,0.893,,,0.4717
j7,j2,538,589,1127,0.9134,,,0.4774
j7,j3,522,627,1149,0.8325,,,0.4543
j7,j4,503,545,1048,0.9229,,,0.48
j7,j5,529,565,1094,0.9363,,,0.4835
j7,j6,568,574,1142,0.9895,,,0.4974
j7,j8,593,633,1226,0.9368,,,0.4837
j7,j9,497,529,1026,0.9395,,,0.4844
j7,j10,502,495,997,1.0141,,,0.5035
j7,j11,495,519,1014,0.9538,,,0.4882
j7,j12,445,486,931,0.9156,,,0.478
j7,j13,427,387,814,1.1034,,,0.5246
j7,j14,182,140,322,1.3,,,0.5652
j8,m13,2,1,3,2.0,,,0.6667
j8,m14,0,1,1,0.0,,,0.0
j8,m15,0,1,1,0.0,,,0.0
j8,m17,1,1,2,1.0,,,0.5
j8,j1,406,397,803,1.0227,,,0.5056
j8,j2,459,496,955,0.9254,,,0.4806
j8,j3,506,539,1045,0.9388,,,0.4842
j8,j4,514,553,1067,0.9295,,,0.4817
j8,j5,501,491,992,1.0204,,,0.505
j8,j6,539,540,1079,0.9981,,,0.4995
j8,j7,633,593,1226,1.0675,,,0.5163
j8,j9,606,549,1155,1.1038,,,0.5247
j8,j10,547,511,1058,1.0705,,,0.517
j8,j11,520,511,1031,1.0176,,,0.5044
j8,j12,492,527,1019,0.9336,,,0.4828
j8,j13,508,487,995,1.0431,,,0.5106
j8,j14,236,183,419,1.2896,,,0.5632
j9,m12,0,1,1,0.0,,,0.0
j9,m13,0,1,1,0.0,,,0.0
j9,m16,0,1,1,0.0,,,0.0
j9,j1,278,341,619,0.8152,,,0.4491
j9,j2,365,433,798,0.843,,,0.4574
j9,j3,470,502,972,0.9363,,,0.4835
j9,j4,507,519,1026,0.9769,,,0.4942
j9,j5,492,477,969,1.0314,,,0.5077
j9,j6,461,501,962,0.9202,,,0.4792
j9,j7,529,497,1026,1.0644,,,0.5156
j9,j8,549,606,1155,0.9059,,,0.4753
j9,j10,631,616,1247,1.0244,,,0.506
j9,j11,594,559,1153,1.0626,,,0.5152
j9,j12,581,531,1112,1.0942,,,0.5225
j9,j13,571,552,1123,1.0344,,,0.5085
j9,j14,260,247,507,1.0526,,,0.5128
j10,m13,1,1,2,1.0,,,0.5
j10,m15,0,1,1,0.0,,,0.0
j10,j1,187,289,476,0.6471,,,0.3929
j10,j2,311,354,665,0.8785,,,0.4677
j10,j3,403,460,863,0.8761,,,0.467
j10,j4,476,487,963,0.9774,,,0.4943
j10,j5,476,486,962,0.9794,,,0.4948
j10,j6,462,495,957,0.9333,,,0.4828
j10,j7,495,502,997,0.9861,,,0.4965
j10,j8,511,547,1058,0.9342,,,0.483
j10,j9,616,631,1247,0.9762,,,0.494
j10,j11,679,631,1310,1.0761,,,0.5183
j10,j12,580,564,1144,1.0284,,,0.507
j10,j13,591,604,1195,0.9785,,,0.4946
j10,j14,308,302,610,1.0199,,,0.5049
j11,m8,1,1,2,1.0,,,0.5
j11,m9,3,1,4,3.0,,,0.75
j11,j1,167,212,379,0.7877,,,0.4406
j11,j2,204,266,470,0.7669,,,0.434
j11,j3,296,417,713,0.7098,,,0.4151
j11,j4,420,452,872,0.9292,,,0.4817
j11,j5,463,470,933,0.9851,,,0.4962
j11,j6,466,456,922,1.0219,,,0.5054
j11,j7,519,495,1014,1.0485,,,0.5118
j11,j8,511,520,1031,0.9827,,,0.4956
j11,j9,559,594,1153,0.9411,,,0.4848
j11,j10,631,679,1310,0.9293,,,0.4817
j11,j12,644,634,1278,1.0158,,,0.5039
j11,j13,576,602,1178,0.9568,,,0.489
j11,j14,319,304,623,1.0493,,,0.512
j12,j1,115,161,276,0.7143,,,0.4167
j12,j2,164,240,404,0.6833,,,0.4059
j12,j3,225,312,537,0.7212,,,0.419
j12,j4,336,336,672,1.0,,,0.5
j12,j5,401,428,829,0.9369,,,0.4837
j12,j6,410,426,836,0.9624,,,0.4904
j12,j7,486,445,931,1.0921,,,0.522
j12,j8,527,492,1019,1.0711,,,0.5172
j12,j9,531,581,1112,0.9139,,,0.4775
j12,j10,564,580,1144,0.9724,,,0.493
j12,j11,634,644,1278,0.9845,,,0.4961
j12,j13,605,607,1212,0.9967,,,0.4992
j12,j14,336,321,657,1.0467,,,0.5114
j13,j1,109,117,226,0.9316,,,0.4823
j13,j2,129,171,300,0.7544,,,0.43
j13,j3,173,224,397,0.7723,,,0.4358
j13,j4,265,287,552,0.9233,,,0.4801
j13,j5,327,353,680,0.9263,,,0.4809
j13,j6,376,398,774,0.9447,,,0.4858
j13,j7,387,427,814,0.9063,,,0.4754
j13,j8,487,508,995,0.9587,,,0.4894
j13,j9,552,571,1123,0.9667,,,0.4915
j13,j10,604,591,1195,1.022,,,0.5054
j13,j11,602,576,1178,1.0451,,,0.511
j13,j12,607,605,1212,1.0033,,,0.5008
j13,j14,358,362,720,0.989,,,0.4972
j14,j1,29,41,70,0.7073,,,0.4143
j14,j2,59,58,117,1.0172,,,0.5043
j14,j3,74,88,162,0.8409,,,0.4568
j14,j4,102,115,217,0.887,,,0.47
j14,j5,111,158,269,0.7025,,,0.4126
j14,j6,152,175,327,0.8686,,,0.4648
j14,j7,140,182,322,0.7692,,,0.4348
j14,j8,183,236,419,0.7754,,,0.4368
j14,j9,247,260,507,0.95,,,0.4872
j14,j10,302,308,610,0.9805,,,0.4951
j14,j11,304,319,623,0.953,,,0.488
j14,j12,321,336,657,0.9554,,,0.4886
j14,j13,362,358,720,1.0112,,,0.5028
y,ALL,10227,2784,13011,4.0471,4.0471,0.8019,0.786
o,ALL,12784,6778,19562,2.19,2.4022,0.7061,0.6535
s,ALL,8529,6914,15443,1.3972,1.7332,0.6341,0.5523
k,ALL,6860,8154,15014,0.9421,1.2989,0.565,0.4569
m1,ALL,6035,7941,13976,0.8617,1.2987,0.565,0.4318
m2,ALL,5721,8360,14081,0.7672,1.135,0.5316,0.4063
m3,ALL,5563,8432,13995,0.7335,1.0851,0.5204,0.3975
m4,ALL,6059,7985,14044,0.8285,1.1223,0.5288,0.4314
m5,ALL,6302,7558,13860,0.8871,1.0743,0.5179,0.4547
m6,ALL,6706,7247,13953,0.9616,1.1016,0.5242,0.4806
m7,ALL,6837,7147,13984,0.9831,1.0923,0.5221,0.4889
m8,ALL,6795,6908,13703,1.0034,1.0942,0.5225,0.4959
m9,ALL,6912,7000,13912,1.0013,1.0965,0.523,0.4968
m10,ALL,6781,6892,13673,0.9991,1.1019,0.5242,0.4959
m11,ALL,6726,6907,13633,0.9846,1.0805,0.5194,0.4934
m12,ALL,6462,6822,13284,0.9554,1.0204,0.5051,0.4864
m13,ALL,5999,6325,12324,0.9567,1.0535,0.513,0.4868
m14,ALL,5128,5305,10433,0.9771,1.0795,0.5191,0.4915
m15,ALL,4095,4557,8652,0.9082,1.0143,0.5035,0.4733
m16,ALL,2802,3224,6026,0.8805,1.0383,0.5094,0.465
m17,ALL,1470,1654,3124,0.8999,0.861,0.4627,0.4706
m18,ALL,759,854,1613,0.9261,1.1155,0.5273,0.4706
j1,ALL,7015,6330,13345,1.1182,1.1489,0.5347,0.5257
j2,ALL,6905,6440,13345,1.0794,1.101,0.524,0.5174
j3,ALL,7029,6404,13433,1.1061,1.1506,0.535,0.5233
j4,ALL,6675,6590,13265,1.0178,1.0441,0.5108,0.5032
j5,ALL,6583,6582,13165,1.0052,1.0256,0.5063,0.5
j6,ALL,6497,6578,13075,0.9938,1.0391,0.5096,0.4969
j7,ALL,6273,6622,12895,0.951,0.9889,0.4972,0.4865
j8,ALL,6470,6381,12851,1.017,1.0545,0.5133,0.5035
j9,ALL,6288,6384,12672,0.9886,1.053,0.5129,0.4962
j10,ALL,6096,6354,12450,0.9633,1.0278,0.5069,0.4896
j11,ALL,5779,6103,11882,0.9517,1.0,0.5,0.4864
j12,ALL,5334,5573,10907,0.9631,1.0143,0.5035,0.489
j13,ALL,4976,5190,10166,0.9612,0.989,0.4972,0.4895
j14,ALL,2386,2634,5020,0.9108,N/A,N/A,0.4753
